ID,Date,Customer,Gender,City,Sales_Rep,Store,Supervisor,Manager,Product,Category,Price,Cost,Qty,Total_Sales,COGS,Gross_Profit,Column2,Month
88065565673,44103,Violet L Ertel,Female,Troy,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Egg Cream,Non Alcoholic,18,15,10,180,150,30,9,August
88065565674,44104,Deeanna E Cluck,Female,Olean,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Burnett's,Alcoholic,10,7,11,110,77,33,9,August
88065565675,44044,Morgan K Rathbun,Male,Peekskill,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Smirnoff,Alcoholic,15,12,60,900,720,180,8,Sept
88065565676,44045,Julius Q Stock,Male,Port Jervis,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Fireball,Alcoholic,15,12,89,1335,1068,267,8,Sept
88065565677,44046,Palmer O Beamer,Male,Kingston,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Faygo,Non Alcoholic,23,20,77,1771,1540,231,8,Sept
88065565678,44047,Vincent N Lennon,Male,Little Falls,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Green River,Non Alcoholic,9,6,68,612,408,204,8,Sept
88065565679,44048,Alexis D Bonelli,Male,Lockport,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Ironport,Non Alcoholic,18,15,15,270,225,45,8,Sept
88065565680,44052,Claretta D Wingert,Female,Long Beach,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Suedka,Alcoholic,14,11,47,658,517,141,8,Sept
88065565681,44051,Cecily D Houser,Female,Middletown,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Apple Beer,Alcoholic,30,27,6,180,162,18,8,Sept
88065565682,44051,Horacio S Salazar,Male,Watervliet,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Birch Beer,Alcoholic,16,13,10,160,130,30,8,Sept
88065565683,44052,Adelle E Brunner,Female,Yakers,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Oliver Cromwell,Alcoholic,52,49,11,572,539,33,8,Sept
88065565684,44053,Janessa M Drennen,Female,New York,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Degrees Vodka,Alcoholic,14,11,60,840,660,180,8,Sept
88065565685,44054,Ewa B Staples,Female,Hempstead,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,St. Amdr Cabernet,Alcoholic,6,3,89,534,267,267,8,Sept
88065565686,44055,Holley M Cathcart,Female,New York,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Nake Turtle,Alcoholic,13,10,77,1001,770,231,8,Sept
88065565687,44056,Tim N Schueller,Male,Hempstead,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Gallo XO,Alcoholic,15,12,68,1020,816,204,8,Sept
88065565688,44057,Therese Q Belden,Female,Brookhaven,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Cazadores Tequila,Alcoholic,20,17,15,300,255,45,8,Sept
88065565689,44058,Susann A Faucett,Female,Islip,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Benchmark Bourbon,Alcoholic,12,9,47,564,423,141,8,Sept
88065565690,44062,Bryan J Stampley,Male,Babylon,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Janie Stewart,Alcoholic,16,13,6,96,78,18,8,Sept
88065565691,44061,Larisa X Strauss,Female,Albany,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Speyburn Bradan,Alcoholic,20,17,10,200,170,30,8,Sept
88065565692,44061,Adriana O Medved,Female,Auburn,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Uv Blue,Alcoholic,12,9,11,132,99,33,8,Sept
88065565693,44062,Rick E Armenta,Male,Betavia,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Burnett's,Alcoholic,10,7,60,600,420,180,8,Sept
88065565694,44063,Garland J Verville,Male,Beacon,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Smirnoff,Alcoholic,15,12,89,1335,1068,267,8,Sept
88065565695,44064,Ettie S Stilwell,Female,Choes,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Fireball,Alcoholic,15,12,77,1155,924,231,8,Sept
88065565696,44065,Ronnie G Gumbs,Male,Fulton,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Jose Cuervo,Alcoholic,20,17,68,1360,1156,204,8,Sept
88065565697,44066,Shirley H Mettler,Male,Geneva,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Agavales,Alcoholic,12,9,15,180,135,45,8,Sept
88065565698,44067,Ahmed V Lease,Male,Elmira,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Pinnacle,Alcoholic,13,10,47,611,470,141,8,Sept
88065565699,44068,Albert Z Dunford,Male,Glen Cove,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Bacardi Rum,Alcoholic,15,12,6,90,72,18,8,Sept
88065565700,44072,Erin L Jasmin,Female,Glens Falls,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Suedka,Alcoholic,14,11,10,140,110,30,8,Sept
88065565701,44071,Raphael W Kellner,Male,Hornell ,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Apple Beer,Alcoholic,30,27,11,330,297,33,8,Sept
88065565702,44071,Man W Bean,Female,Hudson,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Birch Beer,Alcoholic,16,13,60,960,780,180,8,Sept
88065565703,44072,Nikia Z Thrasher,Female,Johnstown,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Boost,Non Alcoholic,9,6,89,801,534,267,8,Sept
88065565704,44073,Cedrick M Cordle,Male,Kingston,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Cel Ray,Non Alcoholic,5,2,77,385,154,231,8,Sept
88065565705,44074,Chi S Clopton,Male,Little Falls,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Cheerwine,Non Alcoholic,18,15,68,1224,1020,204,8,Sept
88065565706,44044,Carl M Paddock,Male,Lockport,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Chicory Coffee,Non Alcoholic,10,7,15,150,105,45,8,Sept
88065565707,44045,Nestor T Ventura,Male,Long Beach,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Coffee Milk,Non Alcoholic,20,17,47,940,799,141,8,Sept
88065565708,44046,Salvatore J Lindell,Male,Middletown,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Date Shake,Non Alcoholic,70,67,6,420,402,18,8,Sept
88065565709,44047,Phil T Urena,Male,Mount,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Dr. Enuf,Non Alcoholic,15,12,10,150,120,30,8,Sept
88065565710,44048,Buford Q Giancola,Male,New York,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Dr. Nut,Non Alcoholic,12,9,11,132,99,33,8,Sept
88065565711,44052,Garland Z Leavell,Male,Newburgh,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Egg Cream,Non Alcoholic,18,15,60,1080,900,180,8,Sept
88065565712,44051,Fe A Schrock,Female,Olean,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Faygo,Non Alcoholic,23,20,89,2047,1780,267,8,Sept
88065565713,44051,Dustin Y Espey,Male,Peekskill,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Green River,Non Alcoholic,9,6,77,693,462,231,8,Sept
88065565714,44052,Tinisha V Vince,Female,Port Jervis,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Ironport,Non Alcoholic,18,15,68,1224,1020,204,8,Sept
88065565715,44053,Isis F Hash,Female,Poughkeepsie,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Cel Ray,Non Alcoholic,5,2,15,75,30,45,8,Sept
88065565716,44054,Hai Y Arden,Male,Rye ,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Degrees Vodka,Alcoholic,14,11,47,658,517,141,8,Sept
88065565717,44055,Gerardo Q Bergen,Male,Rome,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,St. Amdr Cabernet,Alcoholic,6,3,6,36,18,18,8,Sept
88065565718,44056,Jewel R Willhite,Male,Rochester,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Chicory Coffee,Non Alcoholic,10,7,10,100,70,30,8,Sept
88065565719,44057,Jesus E Mclelland,Male,Salamanca,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Nake Turtle,Alcoholic,13,10,11,143,110,33,8,Sept
88065565720,44058,Dortha Z Harty,Female,Springs,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Coffee Milk,Non Alcoholic,20,17,60,1200,1020,180,8,Sept
88065565721,44062,Pete B Donnelly,Male,Sherrill,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Gallo XO,Alcoholic,15,12,89,1335,1068,267,8,Sept
88065565722,44061,Kristen A Beauchemin,Female,Syracuse,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Cazadores Tequila,Alcoholic,20,17,77,1540,1309,231,8,Sept
88065565723,44061,Celesta L Reeser,Female,Troy,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Benchmark Bourbon,Alcoholic,12,9,68,816,612,204,8,Sept
88065565724,44062,Desiree L Sobel,Female,Watertown,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Janie Stewart,Alcoholic,16,13,15,240,195,45,8,Sept
88065565725,44063,Izetta B Alford,Female,Watervliet,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Date Shake,Non Alcoholic,70,67,47,3290,3149,141,8,Sept
88065565726,44064,Hermila X Crosslin,Female,Yakers,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Dr. Enuf,Non Alcoholic,15,12,6,90,72,18,8,Sept
88065565727,44065,Tommy I Meadows,Male,New York,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Janie Stewart,Alcoholic,16,13,10,160,130,30,8,Sept
88065565728,44066,Cordell M Tweedy,Male,Hempstead,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Speyburn Bradan,Alcoholic,20,17,11,220,187,33,8,Sept
88065565729,44067,Bernarda E Gervais,Female,Brookhaven,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Uv Blue,Alcoholic,12,9,60,720,540,180,8,Sept
88065565730,44068,Raymon I Chavarria,Male,Islip,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Dr. Nut,Non Alcoholic,12,9,89,1068,801,267,8,Sept
88065565731,44072,Audrea B Prather,Female,Babylon,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Egg Cream,Non Alcoholic,18,15,77,1386,1155,231,8,Sept
88065565732,44071,Isis N Rufus,Female,Albany,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Burnett's,Alcoholic,10,7,68,680,476,204,8,Sept
88065565733,44071,Lucienne U Clyne,Female,Auburn,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Fireball,Alcoholic,15,12,15,225,180,45,8,Sept
88065565734,44072,Jasper P Barnaby,Male,Betavia,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Faygo,Non Alcoholic,23,20,47,1081,940,141,8,Sept
88065565735,44073,Walter B Mcmorrow,Male,Beacon,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Green River,Non Alcoholic,9,6,6,54,36,18,8,Sept
88065565736,44074,Shasta F Bay,Female,Elmira,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Ironport,Non Alcoholic,18,15,10,180,150,30,8,Sept
88065565737,44075,Darren U Shoulders,Male,Glen Cove,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Suedka,Alcoholic,14,11,11,154,121,33,9,August
88065565738,44076,Nicola S Bellis,Female,New York,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Apple Beer,Alcoholic,30,27,60,1800,1620,180,9,August
88065565739,44077,Thurman T Caceres,Male,Hempstead,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Birch Beer,Alcoholic,16,13,89,1424,1157,267,9,August
88065565740,44078,Allen L Vachon,Female,Brookhaven,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Oliver Cromwell,Alcoholic,52,49,77,4004,3773,231,9,August
88065565741,44079,Yung G Booher,Female,Glen Cove,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Degrees Vodka,Alcoholic,14,11,68,952,748,204,9,August
88065565742,44083,Emiko Z Lolley,Female,Glens Falls,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,St. Amdr Cabernet,Alcoholic,6,3,15,90,45,45,9,August
88065565743,44082,Dian I Peachey,Female,Hornell ,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Nake Turtle,Alcoholic,13,10,47,611,470,141,9,August
88065565744,44082,Carmen U Benbow,Female,Hudson,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Gallo XO,Alcoholic,15,12,6,90,72,18,9,August
88065565745,44083,Kimberly K Carr,Female,Johnstown,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Cazadores Tequila,Alcoholic,20,17,10,200,170,30,9,August
88065565746,44084,Damian F Mcgaughey,Male,Kingston,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Benchmark Bourbon,Alcoholic,12,9,11,132,99,33,9,August
88065565747,44085,Jeff W Zacarias,Male,Little Falls,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Janie Stewart,Alcoholic,16,13,60,960,780,180,9,August
88065565748,44086,Vernell X Amado,Female,Lockport,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Speyburn Bradan,Alcoholic,20,17,89,1780,1513,267,9,August
88065565749,44087,Nadia B Rosner,Female,Long Beach,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Uv Blue,Alcoholic,12,9,77,924,693,231,9,August
88065565750,44088,Elijah P Elkin,Male,Middletown,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Burnett's,Alcoholic,10,7,68,680,476,204,9,August
88065565751,44089,Kirby W Estrella,Male,Mount,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Smirnoff,Alcoholic,15,12,15,225,180,45,9,August
88065565752,44093,Bernie M Kish,Male,New York,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Fireball,Alcoholic,15,12,47,705,564,141,9,August
88065565753,44092,Judson Y Hodson,Male,Salamanca,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Jose Cuervo,Alcoholic,20,17,6,120,102,18,9,August
88065565754,44092,Carey N Mccready,Female,Springs,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Agavales,Alcoholic,12,9,10,120,90,30,9,August
88065565755,44093,Shayne T Claytor,Male,Sherrill,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Pinnacle,Alcoholic,13,10,11,143,110,33,9,August
88065565756,44094,Ashlie G Cadena,Female,Syracuse,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Bacardi Rum,Alcoholic,15,12,60,900,720,180,9,August
88065565757,44095,Noah O Love,Male,Troy,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Suedka,Alcoholic,14,11,89,1246,979,267,9,August
88065565758,44096,Lashaunda Y Munden,Female,Olean,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Apple Beer,Alcoholic,30,27,77,2310,2079,231,9,August
88065565759,44097,Colin V Likens,Male,Peekskill,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Birch Beer,Alcoholic,16,13,68,1088,884,204,9,August
88065565760,44098,Kylie K Freda,Female,Port Jervis,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Boost,Non Alcoholic,9,6,15,135,90,45,9,August
88065565761,44099,Krishna G Raby,Female,Kingston,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Cel Ray,Non Alcoholic,5,2,47,235,94,141,9,August
88065565762,44103,Launa N Kohl,Female,Little Falls,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Cheerwine,Non Alcoholic,18,15,6,108,90,18,9,August
88065565763,44102,Trent J Lockman,Male,Lockport,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Chicory Coffee,Non Alcoholic,10,7,10,100,70,30,9,August
88065565764,44102,Alisha D Coppock,Female,Long Beach,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Coffee Milk,Non Alcoholic,20,17,11,220,187,33,9,August
88065565765,44103,Richie I Weisz,Male,Middletown,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Date Shake,Non Alcoholic,70,67,60,4200,4020,180,9,August
88065565766,44104,Leticia V Lewandowski,Female,Watervliet,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Dr. Enuf,Non Alcoholic,15,12,89,1335,1068,267,9,August
88065565767,44094,Elaine B Randazzo,Female,Yakers,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Dr. Nut,Non Alcoholic,12,9,77,924,693,231,9,August
88065565768,44095,Jack J Warfel,Male,New York,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Egg Cream,Non Alcoholic,18,15,68,1224,1020,204,9,August
88065565769,44096,Kitty S Sickles,Female,Hempstead,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Faygo,Non Alcoholic,23,20,15,345,300,45,9,August
88065565770,44097,Bruna R Welke,Female,New York,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Green River,Non Alcoholic,9,6,47,423,282,141,9,August
88065565771,44098,Felix S Croker,Male,Hempstead,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Ironport,Non Alcoholic,18,15,6,108,90,18,9,August
88065565772,44099,Eartha Z Oceguera,Female,Brookhaven,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Cel Ray,Non Alcoholic,5,2,10,50,20,30,9,August
88065565773,44103,Laurena P Caston,Female,Islip,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Degrees Vodka,Alcoholic,14,11,11,154,121,33,9,August
88065565774,44102,Beatrice A Knopf,Female,Babylon,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,St. Amdr Cabernet,Alcoholic,6,3,60,360,180,180,9,August
88065565775,44102,Zoila X Nair,Female,Albany,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Chicory Coffee,Non Alcoholic,10,7,89,890,623,267,9,August
88065565776,44103,Jae B Isabell,Male,Auburn,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Nake Turtle,Alcoholic,13,10,77,1001,770,231,9,August
88065565777,44104,Donald P Phaneuf,Male,Betavia,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Coffee Milk,Non Alcoholic,20,17,68,1360,1156,204,9,August
88065565778,44044,Tyrell R Bramlett,Male,Beacon,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Gallo XO,Alcoholic,15,12,15,225,180,45,8,Sept
88065565779,44045,Ela K Hames,Female,Choes,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Cazadores Tequila,Alcoholic,20,17,47,940,799,141,8,Sept
88065565780,44046,Marlon M Caddell,Male,Fulton,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Benchmark Bourbon,Alcoholic,12,9,6,72,54,18,8,Sept
88065565781,44047,Nolan V Velazco,Male,Geneva,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Janie Stewart,Alcoholic,16,13,10,160,130,30,8,Sept
88065565782,44048,Ashanti R Swim,Female,Elmira,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Date Shake,Non Alcoholic,70,67,11,770,737,33,8,Sept
88065565783,44052,Tamica J Holoman,Female,Glen Cove,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Dr. Enuf,Non Alcoholic,15,12,60,900,720,180,8,Sept
88065565784,44051,Marcell T Farias,Female,Glens Falls,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Janie Stewart,Alcoholic,16,13,89,1424,1157,267,8,Sept
88065565785,44051,Abram Q Keffer,Male,Hornell ,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Speyburn Bradan,Alcoholic,20,17,77,1540,1309,231,8,Sept
88065565786,44052,Silas S Pyatt,Male,Hudson,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Uv Blue,Alcoholic,12,9,68,816,612,204,8,Sept
88065565787,44053,Patria D Riedel,Female,Johnstown,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Dr. Nut,Non Alcoholic,12,9,15,180,135,45,8,Sept
88065565788,44054,Nicholas B Salcedo,Male,Kingston,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Egg Cream,Non Alcoholic,18,15,47,846,705,141,8,Sept
88065565789,44055,Brendon E Mone,Male,Little Falls,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Burnett's,Alcoholic,10,7,6,60,42,18,8,Sept
88065565790,44056,Velda V Larue,Female,Lockport,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Fireball,Alcoholic,15,12,10,150,120,30,8,Sept
88065565791,44057,Sharita Y Lombardi,Female,Long Beach,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Faygo,Non Alcoholic,23,20,11,253,220,33,8,Sept
88065565792,44058,Virgil R Yuen,Male,Middletown,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Green River,Non Alcoholic,9,6,60,540,360,180,8,Sept
88065565793,44062,Delfina O Day,Female,Mount,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Ironport,Non Alcoholic,18,15,89,1602,1335,267,8,Sept
88065565794,44061,Haley G Bova,Female,New York,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Suedka,Alcoholic,14,11,77,1078,847,231,8,Sept
88065565795,44061,Margarite E Blalock,Female,Newburgh,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Apple Beer,Alcoholic,30,27,68,2040,1836,204,8,Sept
88065565796,44062,Rina L Chacon,Female,Olean,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Birch Beer,Alcoholic,16,13,15,240,195,45,8,Sept
88065565797,44063,Ramonita Z Fincher,Female,Peekskill,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Oliver Cromwell,Alcoholic,52,49,47,2444,2303,141,8,Sept
88065565798,44064,Lindsey W Whittle,Male,Port Jervis,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Degrees Vodka,Alcoholic,14,11,6,84,66,18,8,Sept
88065565799,44065,Mauricio U Talty,Male,Poughkeepsie,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,St. Amdr Cabernet,Alcoholic,6,3,10,60,30,30,8,Sept
88065565800,44066,Chau R Barron,Female,Rye ,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Nake Turtle,Alcoholic,13,10,11,143,110,33,8,Sept
88065565801,44067,Lino M Lizarraga,Male,Rome,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Gallo XO,Alcoholic,15,12,60,900,720,180,8,Sept
88065565802,44068,Fredericka J Varney,Female,Rochester,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Cazadores Tequila,Alcoholic,20,17,89,1780,1513,267,8,Sept
88065565803,44072,Aundrea W Lundberg,Female,Salamanca,Twanna Y Manges,Uptown Store,Reatha O Hansford,Amir Yusha,Benchmark Bourbon,Alcoholic,12,9,77,924,693,231,8,Sept
88065565804,44071,Son D Ricketts,Male,Springs,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Amir Yusha,Janie Stewart,Alcoholic,16,13,68,1088,884,204,8,Sept
88065565805,44071,Dorothea J Canterbury,Female,Sherrill,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Speyburn Bradan,Alcoholic,20,17,15,300,255,45,8,Sept
88065565806,44072,Zenia D Owings,Female,Syracuse,Antone E Angel,Main Street,Jeremiah E Isler,Amir Yusha,Uv Blue,Alcoholic,12,9,47,564,423,141,8,Sept
88065565807,44073,Seth N Lipsky,Male,Troy,Merle N Burrus,Uptown Store,Josef I Sergent,Amir Yusha,Burnett's,Alcoholic,10,7,6,60,42,18,8,Sept
88065565808,44074,Miles N Light,Male,Watertown,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Smirnoff,Alcoholic,15,12,10,150,120,30,8,Sept
88065565809,44044,Tyler N Larkins,Male,Watervliet,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Fireball,Alcoholic,15,12,11,165,132,33,8,Sept
88065565810,44045,Asa E Kunze,Male,Yakers,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Jose Cuervo,Alcoholic,20,17,60,1200,1020,180,8,Sept
88065565811,44046,Sal C Heiden,Male,New York,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Agavales,Alcoholic,12,9,89,1068,801,267,8,Sept
88065565812,44047,Tomas V Krout,Male,Hempstead,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Pinnacle,Alcoholic,13,10,77,1001,770,231,8,Sept
88065565813,44048,Ben N Lamson,Male,Brookhaven,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Bacardi Rum,Alcoholic,15,12,68,1020,816,204,8,Sept
88065565814,44052,Myra H Parra,Female,Islip,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Suedka,Alcoholic,14,11,15,210,165,45,8,Sept
88065565815,44051,Adele M Burnam,Female,Babylon,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Apple Beer,Alcoholic,30,27,47,1410,1269,141,8,Sept
88065565816,44051,Adria M Melendrez,Female,Albany,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Birch Beer,Alcoholic,16,13,6,96,78,18,8,Sept
88065565817,44052,Clemmie F Montague,Female,Auburn,Merle N Burrus,Uptown Store,Josef I Sergent,Fenad Grek,Boost,Non Alcoholic,9,6,10,90,60,30,8,Sept
88065565818,44053,Valarie O Gorecki,Female,Betavia,Twanna Y Manges,Uptown Store,Reatha O Hansford,Fenad Grek,Cel Ray,Non Alcoholic,5,2,11,55,22,33,8,Sept
88065565819,44054,Adell W Trower,Female,Beacon,Reatha Q Breazeale,Main Street,Anitra F Dedmon,Fenad Grek,Cheerwine,Non Alcoholic,18,15,60,1080,900,180,8,Sept
88065565820,44055,Eric C Irvine,Male,Elmira,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Chicory Coffee,Non Alcoholic,10,7,89,890,623,267,8,Sept
88065565821,44056,Letha L Apel,Female,Glen Cove,Antone E Angel,Main Street,Jeremiah E Isler,Fenad Grek,Coffee Milk,Non Alcoholic,20,17,77,1540,1309,231,8,Sept
