Sales ID,Sales Date,Customer Name,Gender,Stores,Sales Reps,Product,Category,Qty,Trans.Types,Price,Cost,Total Sales,COGS,Gross Profit,Week days
ID373,07-06-2020,Tommy I Mearows,Male,Harrison,Winner Sanda,Canvas Shoes,Men Shoes,2,Sales,7700,7000,15400,14000,1400,Sun
ID374,08-06-2020,Cordell M Twerdy,Male,Holbrook,Peter Pan,Wellington Boots,Women Bag,3,Sales,22000,20000,66000,60000,6000,Mon
ID375,09-06-2020,Bernarda E Gerrais,Male,Freeport,Farida Ibrahim,Flip Flops,Women Bag,1,Sales,44000,40000,44000,40000,4000,Tue
ID376,10-06-2020,Raymon I Chararria,Male,Freeport,Farida Ibrahim,Mules,Female Bag,2,Sales,19800,18000,39600,36000,3600,Wed
ID377,11-06-2020,Audrea B Prarher,Male,Garden City,Felex Ada,Loafers,Women Bag,2,Sales,9950,9000,19900,18000,1900,Thu
ID378,12-06-2020,Isis N Rufrs,Male,Harrison,Winner Sanda,Gladiator sandals,Women Bag,2,Sales,7700,7000,15400,14000,1400,Fri
ID379,13-06-2020,Lucienne U Clyre,Male,Holbrook,Peter Pan,Trainers Men,Men Shoes,4,Sales,11000,10000,44000,40000,4000,Sat
ID380,14-06-2020,Jasper P Barraby,Male,Freeport,Farida Ibrahim,Trainers Women,Women Bag,1,Sales,13200,12000,13200,12000,1200,Sun
ID381,15-06-2020,Walter B Mcmrrrow,Female,Freeport,Farida Ibrahim,Military Boots Women,Women Bag,2,Sales,9950,9000,19900,18000,1900,Mon
ID382,16-06-2020,,Female,Garden City,Felex Ada,Court Shoes,Women Bag,2,Sales,7700,7000,15400,14000,1400,Tue
ID383,17-06-2020,Darren U Shorlders,Female,Harrison,Winner Sanda,Brogues,Women Bag,4,Sales,11000,10000,44000,40000,4000,Wed
ID384,18-06-2020,Nicola S Belris,Male,Holbrook,Peter Pan,Shoe Bag,Female Bag,1,Sales,13200,12000,13200,12000,1200,Thu
ID385,19-06-2020,Thurman T Cacrres,Male,Freeport,Farida Ibrahim,Heels,Women Bag,2,Sales,44000,40000,88000,80000,8000,Fri
ID386,20-06-2020,Allen L Vacron,Male,Freeport,Farida Ibrahim,Calf Boots Men,Men Shoes,2,Returned,7700,7000,15400,14000,1400,Sat
ID387,21-06-2020,Yung G Boorer,Male,Garden City,Felex Ada,Foot Ball Boots Women,Women Bag,10,Sales,22000,20000,220000,200000,20000,Sun
ID388,22-06-2020,Emiko Z Lolrey,Male,Harrison,Winner Sanda,Leader Hand Bag White,Female Bag,10,Sales,9950,9000,99500,90000,9500,Mon
ID389,23-06-2020,Dian I Pearhey,Male,Holbrook,Peter Pan,Leader Hand Bag Black,Female Bag,10,Sales,7700,7000,77000,70000,7000,Tue
ID390,24-06-2020,Carmen U Benrow,Male,Freeport,Farida Ibrahim,Bag Pack,Male Bags,10,Sales,9950,9000,99500,90000,9500,Wed
ID391,25-06-2020,Kimberly K Carr,Male,Freeport,Farida Ibrahim,Foot Ball Boots Men,Men Shoes,10,Sales,9950,9000,99500,90000,9500,Thu
ID392,26-06-2020,Damian F Mcgrughey,Male,Garden City,Felex Ada,Canvas Shoes,Men Shoes,10,Sales,9950,9000,99500,90000,9500,Fri
ID393,27-06-2020,Jeff W Zacrrias,Male,Harrison,Winner Sanda,Wellington Boots,Women Bag,10,Sales,9950,9000,99500,90000,9500,Sat
ID394,28-06-2020,Vernell X Amaro,Male,Holbrook,Peter Pan,Flip Flops,Women Bag,10,Sales,9950,9000,99500,90000,9500,Sun
ID395,29-06-2020,Nadia B Rosrer,Male,Freeport,Farida Ibrahim,Mules,Female Bag,10,Sales,9950,9000,99500,90000,9500,Mon
ID396,30-06-2020,Elijah P Elkrn,Male,Freeport,Farida Ibrahim,Loafers,Women Bag,10,Sales,9950,9000,99500,90000,9500,Tue
ID397,01-07-2020,Kirby W Estrella,Male,Garden City,Felex Ada,Gladiator sandals,Women Bag,10,Sales,9950,9000,99500,90000,9500,Wed
ID398,02-07-2020,Bernie M Kisr,Male,Harrison,Winner Sanda,Trainers Men,Men Shoes,10,Sales,9950,9000,99500,90000,9500,Thu
ID399,03-07-2020,Judson Y Hodron,Male,Holbrook,Peter Pan,Trainers Women,Women Bag,10,Sales,9950,9000,99500,90000,9500,Fri
ID400,04-07-2020,Carey N Mccready,Male,Freeport,Farida Ibrahim,Military Boots Women,Women Bag,10,Sales,9950,9000,99500,90000,9500,Sat
ID401,05-07-2020,Shayne T Clartor,Male,Holbrook,Peter Pan,Court Shoes,Women Bag,10,Sales,9950,9000,99500,90000,9500,Sun
ID402,06-07-2020,Ashlie G Cadrna,Male,Freeport,Farida Ibrahim,Brogues,Women Bag,11,Sales,9950,9000,109450,99000,10450,Mon
ID403,07-07-2020,Noah O Lovr,Male,Holbrook,Peter Pan,Shoe Bag,Female Bag,11,Returned,9950,9000,109450,99000,10450,Tue
ID404,08-07-2020,Lashaunda Y Munren,Male,Freeport,Farida Ibrahim,Heels,Women Bag,11,Sales,9950,9000,109450,99000,10450,Wed
ID405,07-07-2020,Colin V Likrns,Male,Holbrook,Peter Pan,Calf Boots Men,Men Shoes,2,Returned,10000,9000,20000,18000,2000,Tue
ID406,10-07-2020,Kylie K Frera,Male,Freeport,Farida Ibrahim,Foot Ball Boots Women,Women Bag,3,Returned,10000,9000,30000,27000,3000,Fri
ID407,11-07-2020,Krishna G Rabr,Male,Holbrook,Peter Pan,Leader Hand Bag White,Female Bag,4,Returned,10000,9000,40000,36000,4000,Sat
ID408,12-07-2020,Launa N Kohr,Male,Freeport,Farida Ibrahim,Leader Hand Bag Black,Female Bag,2,Sales,6700,5001,13400,10002,3398,Sun
ID409,13-07-2020,Trent J Locrman,Male,Holbrook,Peter Pan,Bag Pack,Male Bags,2,Sales,6700,5002,13400,10004,3396,Mon
ID410,14-07-2020,Alisha D Coprock,Male,Freeport,Farida Ibrahim,Foot Ball Boots Men,Men Shoes,1,Sales,22000,20000,22000,20000,2000,Tue
ID411,15-07-2020,Richie I Weirz,Male,Holbrook,Peter Pan,Canvas Shoes,Men Shoes,1,Returned,11000,10000,11000,10000,1000,Wed
ID412,16-07-2020,Leticia V Lewrndowski,Male,Garden City,Felex Ada,Wellington Boots,Women Bag,1,Sales,8500,7600,8500,7600,900,Thu
ID413,17-07-2020,Elaine B Ranrazzo,Male,Harrison,Winner Sanda,Flip Flops,Women Bag,2,Returned,8500,7600,17000,15200,1800,Fri
ID414,18-07-2020,Jack J Warrel,Male,Holbrook,Peter Pan,Mules,Female Bag,3,Sales,13200,12000,39600,36000,3600,Sat
ID415,17-07-2020,Kitty S Sicrles,Male,Freeport,Farida Ibrahim,Loafers,Women Bag,2,Sales,22000,20000,44000,40000,4000,Fri
ID416,20-07-2020,Bruna R Welre,Male,Freeport,Farida Ibrahim,Gladiator sandals,Women Bag,2,Sales,7700,7000,15400,14000,1400,Mon
ID417,21-07-2020,Felix S Crorer,Male,Garden City,Felex Ada,Trainers Men,Men Shoes,3,Sales,22000,20000,66000,60000,6000,Tue
ID418,22-07-2020,Eartha Z Oceruera,Male,Harrison,Winner Sanda,Trainers Women,Women Bag,1,Sales,44000,40000,44000,40000,4000,Wed
ID419,23-07-2020,Laurena P Casron,Male,Holbrook,Peter Pan,Military Boots Women,Women Bag,2,Sales,19800,18000,39600,36000,3600,Thu
ID420,24-07-2020,Beatrice A Knorf,Male,Freeport,Farida Ibrahim,Court Shoes,Women Bag,2,Sales,9950,9000,19900,18000,1900,Fri
ID421,25-07-2020,Zoila X Nair,Female,Freeport,Farida Ibrahim,Brogues,Women Bag,2,Sales,7700,7000,15400,14000,1400,Sat
ID422,26-07-2020,Jae B Isarell,Female,Garden City,Felex Ada,Shoe Bag,Female Bag,4,Sales,11000,10000,44000,40000,4000,Sun
ID423,27-07-2020,Donald P Phareuf,Female,Harrison,Winner Sanda,Heels,Women Bag,1,Sales,13200,12000,13200,12000,1200,Mon
ID424,28-07-2020,Tyrell R Brarlett,Male,Holbrook,Peter Pan,Calf Boots Men,Men Shoes,2,Sales,9950,9000,19900,18000,1900,Tue
ID425,27-07-2020,Ela K Hamrs,Male,Freeport,Farida Ibrahim,Foot Ball Boots Women,Women Bag,2,Sales,7700,7000,15400,14000,1400,Mon
ID426,30-07-2020,Marlon M Cadrell,Male,Freeport,Farida Ibrahim,Leader Hand Bag White,Female Bag,4,Sales,11000,10000,44000,40000,4000,Thu
ID427,01-07-2020,Nolan V Velrzco,Male,Garden City,Felex Ada,Leader Hand Bag Black,Female Bag,1,Sales,13200,12000,13200,12000,1200,Wed
ID428,01-06-2020,Ashanti R Swir,Female,Harrison,Winner Sanda,Bag Pack,Male Bags,2,Sales,9950,9000,19900,18000,1900,Mon
ID429,02-06-2020,Tamica J Holrman,Male,Holbrook,Peter Pan,Foot Ball Boots Men,Men Shoes,2,Sales,7700,7000,15400,14000,1400,Tue
ID430,01-06-2020,Marcell T Farras,Male,Freeport,Farida Ibrahim,Canvas Shoes,Men Shoes,1,Sales,11000,10000,11000,10000,1000,Mon
ID431,02-06-2020,Abram Q Kefrer,Male,Freeport,Farida Ibrahim,Wellington Boots,Women Bag,1,Sales,7700,7000,7700,7000,700,Tue
ID432,03-06-2020,Silas S Pyart,Male,Garden City,Felex Ada,Flip Flops,Women Bag,2,Sales,9950,9000,19900,18000,1900,Wed
ID433,04-06-2020,Patria D Rierel,Male,Harrison,Winner Sanda,Mules,Female Bag,2,Sales,19800,18000,39600,36000,3600,Thu
ID434,05-06-2020,Nicholas B Salredo,Male,Holbrook,Peter Pan,Loafers,Women Bag,1,Sales,44000,40000,44000,40000,4000,Fri
ID435,06-06-2020,Brendon E Monr,Male,Freeport,Farida Ibrahim,Gladiator sandals,Women Bag,1,Sales,22000,20000,22000,20000,2000,Sat
ID436,07-06-2020,Velda V Larre,Male,Freeport,Farida Ibrahim,Trainers Men,Men Shoes,2,Sales,13000,12000,26000,24000,2000,Sun
ID437,08-06-2020,Sharita Y Lomrardi,Male,Garden City,Felex Ada,Trainers Women,Women Bag,2,Sales,6700,5000,13400,10000,3400,Mon
ID438,09-06-2020,Virgil R Yuer,Male,Harrison,Winner Sanda,Military Boots Women,Women Bag,1,Sales,6700,5001,6700,5001,1699,Tue
ID439,10-06-2020,,Male,Holbrook,Peter Pan,Court Shoes,Women Bag,1,Sales,6700,5002,6700,5002,1698,Wed
ID440,11-06-2020,Haley G Bovr,Male,Freeport,Farida Ibrahim,Brogues,Women Bag,2,Sales,6700,5000,13400,10000,3400,Thu
ID441,12-06-2020,Margarite E Blarock,Male,Freeport,Farida Ibrahim,Shoe Bag,Female Bag,2,Sales,6700,5001,13400,10002,3398,Fri
ID442,13-06-2020,Rina L Charon,Female,Garden City,Felex Ada,Heels,Women Bag,1,Sales,6700,5002,6700,5002,1698,Sat
ID443,14-06-2020,Ramonita Z Finrher,Female,Harrison,Winner Sanda,Calf Boots Men,Men Shoes,1,Sales,6700,5000,6700,5000,1700,Sun
ID444,15-06-2020,Lindsey W Whirtle,Female,Holbrook,Peter Pan,Foot Ball Boots Women,Women Bag,2,Sales,6700,5001,13400,10002,3398,Mon
ID445,16-06-2020,Mauricio U Talry,Male,Freeport,Farida Ibrahim,Leader Hand Bag White,Female Bag,2,Sales,6700,5002,13400,10004,3396,Tue
ID446,17-06-2020,Chau R Barron,Male,Freeport,Farida Ibrahim,Leader Hand Bag Black,Female Bag,1,Sales,22000,20000,22000,20000,2000,Wed
ID447,18-06-2020,Lino M Lizrrraga,Male,Garden City,Felex Ada,Bag Pack,Male Bags,1,Returned,11000,10000,11000,10000,1000,Thu
ID448,19-06-2020,Fredericka J Varrey,Male,Harrison,Winner Sanda,Foot Ball Boots Men,Men Shoes,1,Sales,8500,7600,8500,7600,900,Fri
ID449,20-06-2020,Aundrea W Lunrberg,Female,Holbrook,Peter Pan,Canvas Shoes,Men Shoes,2,Returned,8500,7600,17000,15200,1800,Sat
ID450,21-06-2020,Son D Ricretts,Male,Freeport,Farida Ibrahim,Wellington Boots,Women Bag,3,Sales,13200,12000,39600,36000,3600,Sun
ID451,22-06-2020,Dorothea J Canrerbury,Male,Freeport,Farida Ibrahim,Flip Flops,Women Bag,2,Sales,22000,20000,44000,40000,4000,Mon
ID452,23-06-2020,Zenia D Owirgs,Male,Garden City,Felex Ada,Mules,Female Bag,2,Sales,7700,7000,15400,14000,1400,Tue
ID453,24-06-2020,Seth N Liprky,Male,Harrison,Winner Sanda,Loafers,Women Bag,3,Sales,22000,20000,66000,60000,6000,Wed
ID454,25-06-2020,Miles N Ligrt,Male,Holbrook,Peter Pan,Gladiator sandals,Women Bag,1,Sales,44000,40000,44000,40000,4000,Thu
ID455,26-06-2020,Tyler N Larrins,Male,Freeport,Farida Ibrahim,Trainers Men,Men Shoes,2,Sales,19800,18000,39600,36000,3600,Fri
ID456,27-06-2020,Asa E Kunre,Male,Freeport,Farida Ibrahim,Trainers Women,Women Bag,2,Sales,9950,9000,19900,18000,1900,Sat
ID457,28-06-2020,Sal C Heiren,Male,Garden City,Felex Ada,Military Boots Women,Women Bag,2,Sales,7700,7000,15400,14000,1400,Sun
ID458,29-06-2020,Tomas V Krort,Male,Harrison,Winner Sanda,Court Shoes,Women Bag,4,Sales,11000,10000,44000,40000,4000,Mon
ID459,30-06-2020,Ben N Lamron,Male,Holbrook,Peter Pan,Brogues,Women Bag,1,Sales,13200,12000,13200,12000,1200,Tue
ID460,01-07-2020,Myra H Parra,Male,Freeport,Farida Ibrahim,Shoe Bag,Female Bag,2,Sales,9950,9000,19900,18000,1900,Wed
ID461,02-07-2020,Adele M Burram,Male,Freeport,Farida Ibrahim,Heels,Women Bag,2,Sales,7700,7000,15400,14000,1400,Thu
ID462,03-07-2020,Adria M Melrndrez,Male,Garden City,Felex Ada,Calf Boots Men,Men Shoes,4,Sales,11000,10000,44000,40000,4000,Fri
ID463,04-07-2020,Clemmie F Monrague,Female,Harrison,Winner Sanda,Foot Ball Boots Women,Women Bag,1,Sales,13200,12000,13200,12000,1200,Sat
ID464,05-07-2020,Valarie O Gorrcki,Female,Holbrook,Peter Pan,Leader Hand Bag White,Female Bag,2,Sales,9950,9000,19900,18000,1900,Sun
ID465,06-07-2020,Adell W Trorer,Female,Freeport,Farida Ibrahim,Leader Hand Bag Black,Female Bag,2,Sales,7700,7000,15400,14000,1400,Mon
ID466,07-07-2020,Eric C Irvrne,Male,Freeport,Farida Ibrahim,Bag Pack,Male Bags,1,Sales,11000,10000,11000,10000,1000,Tue
ID467,08-07-2020,Letha L Aper,Male,Garden City,Felex Ada,Foot Ball Boots Men,Men Shoes,1,Sales,7700,7000,7700,7000,700,Wed
ID468,07-07-2020,Nannie Z Seeran,Male,Harrison,Winner Sanda,Canvas Shoes,Men Shoes,2,Sales,9950,9000,19900,18000,1900,Tue
ID469,10-07-2020,Reynalda M Milrwood,Male,Holbrook,Peter Pan,Wellington Boots,Women Bag,2,Sales,19800,18000,39600,36000,3600,Fri
ID470,11-07-2020,Tanner Y Holrenbeck,Female,Freeport,Farida Ibrahim,Flip Flops,Women Bag,1,Sales,44000,40000,44000,40000,4000,Sat
ID471,12-07-2020,Amado C Bonrt,Male,Freeport,Farida Ibrahim,Mules,Female Bag,1,Sales,22000,20000,22000,20000,2000,Sun
ID472,13-07-2020,Jeanetta N Norren,Male,Garden City,Felex Ada,Loafers,Women Bag,2,Sales,13000,12000,26000,24000,2000,Mon
ID473,14-07-2020,Paris U Leire,Male,Harrison,Winner Sanda,Gladiator sandals,Women Bag,2,Sales,6700,5000,13400,10000,3400,Tue
ID474,15-07-2020,Alexis Q Grore,Male,Holbrook,Peter Pan,Trainers Men,Men Shoes,1,Sales,6700,5001,6700,5001,1699,Wed
ID475,16-07-2020,Chadwick I Harrreaves,Male,Freeport,Farida Ibrahim,Trainers Women,Women Bag,1,Sales,6700,5002,6700,5002,1698,Thu
ID476,17-07-2020,Perry E Hudrleston,Male,Freeport,Farida Ibrahim,Military Boots Women,Women Bag,2,Sales,6700,5000,13400,10000,3400,Fri
ID477,18-07-2020,Hollis Z Carr,Male,Garden City,Felex Ada,Court Shoes,Women Bag,2,Sales,6700,5001,13400,10002,3398,Sat
ID478,17-07-2020,Kiara T Marrinez,Male,Harrison,Winner Sanda,Brogues,Women Bag,1,Sales,6700,5002,6700,5002,1698,Fri
ID479,20-07-2020,Brigitte D Fenrley,Male,Holbrook,Peter Pan,Shoe Bag,Female Bag,1,Sales,6700,5000,6700,5000,1700,Mon
ID480,21-07-2020,Bobbie P Churley,Male,Freeport,Farida Ibrahim,Heels,Women Bag,2,Sales,6700,5001,13400,10002,3398,Tue
ID481,22-07-2020,Hong M Towrson,Male,Freeport,Farida Ibrahim,Calf Boots Men,Men Shoes,2,Sales,6700,5002,13400,10004,3396,Wed
ID482,23-07-2020,Keith B Macra,Male,Garden City,Felex Ada,Foot Ball Boots Women,Women Bag,1,Sales,22000,20000,22000,20000,2000,Thu
ID483,24-07-2020,Harriett A Mccrrry,Male,Harrison,Winner Sanda,Leader Hand Bag White,Female Bag,1,Returned,11000,10000,11000,10000,1000,Fri
ID484,25-07-2020,Andres S Garrer,Female,Holbrook,Peter Pan,Leader Hand Bag Black,Female Bag,1,Sales,8500,7600,8500,7600,900,Sat
ID485,26-07-2020,Ken X Weirberg,Female,Freeport,Farida Ibrahim,Bag Pack,Male Bags,2,Returned,8500,7600,17000,15200,1800,Sun
ID486,27-07-2020,Moises U Hugrs,Female,Freeport,Farida Ibrahim,Foot Ball Boots Men,Men Shoes,3,Sales,13200,12000,39600,36000,3600,Mon
ID487,28-07-2020,Sunshine F Earre,Male,Garden City,Felex Ada,Canvas Shoes,Men Shoes,2,Sales,22000,20000,44000,40000,4000,Tue
ID488,27-07-2020,Lavette P Cherey,Male,Harrison,Winner Sanda,Wellington Boots,Women Bag,2,Sales,7700,7000,15400,14000,1400,Mon
ID489,01-06-2020,Carmen F Barret,Male,Holbrook,Peter Pan,Flip Flops,Women Bag,3,Sales,22000,20000,66000,60000,6000,Mon
ID490,02-06-2020,Lizzie D Ratrliff,Male,Freeport,Farida Ibrahim,Mules,Female Bag,1,Sales,44000,40000,44000,40000,4000,Tue
ID491,03-06-2020,Nick Q Pacrard,Female,Freeport,Farida Ibrahim,Loafers,Women Bag,2,Sales,19800,18000,39600,36000,3600,Wed
ID492,04-06-2020,Alonzo W Starford,Male,Garden City,Felex Ada,Gladiator sandals,Women Bag,2,Sales,9950,9000,19900,18000,1900,Thu
ID493,05-06-2020,Brett Z Vadrais,Male,Harrison,Winner Sanda,Trainers Men,Men Shoes,2,Sales,7700,7000,15400,14000,1400,Fri
ID494,06-06-2020,Madalene J Marrine,Male,Holbrook,Peter Pan,Trainers Women,Women Bag,4,Sales,11000,10000,44000,40000,4000,Sat
ID495,07-06-2020,Charles S Nicroles,Male,Freeport,Farida Ibrahim,Military Boots Women,Women Bag,1,Sales,13200,12000,13200,12000,1200,Sun
ID496,08-06-2020,Kristofer Y Fizrr,Male,Freeport,Farida Ibrahim,Court Shoes,Women Bag,2,Sales,9950,9000,19900,18000,1900,Mon
ID497,09-06-2020,Elmo G Pagrno,Male,Garden City,Felex Ada,Brogues,Women Bag,2,Sales,7700,7000,15400,14000,1400,Tue
ID498,10-06-2020,Lindy M Reer,Male,Harrison,Winner Sanda,Shoe Bag,Female Bag,4,Sales,11000,10000,44000,40000,4000,Wed
ID499,11-06-2020,Dewayne X Grorm,Male,Holbrook,Peter Pan,Heels,Women Bag,1,Sales,13200,12000,13200,12000,1200,Thu
ID500,12-06-2020,Elenora V Halrey,Male,Freeport,Farida Ibrahim,Calf Boots Men,Men Shoes,2,Sales,9950,9000,19900,18000,1900,Fri
ID501,13-06-2020,Rosette F Casrio,Male,Freeport,Farida Ibrahim,Foot Ball Boots Women,Women Bag,2,Sales,7700,7000,15400,14000,1400,Sat
ID502,14-06-2020,Analisa X Birrsell,Male,Garden City,Felex Ada,Leader Hand Bag White,Female Bag,1000,Sales,11000,10000,11000000,10000000,1000000,Sun
ID503,15-06-2020,Jacinta Y Cherey,Male,Harrison,Winner Sanda,Leader Hand Bag Black,Female Bag,1,Sales,7700,7000,7700,7000,700,Mon
ID504,16-06-2020,Matt D Brarblett,Male,Holbrook,Peter Pan,Bag Pack,Male Bags,2,Sales,9950,9000,19900,18000,1900,Tue
ID505,17-06-2020,Queenie M Aldrr,Female,Freeport,Farida Ibrahim,Foot Ball Boots Men,Men Shoes,2,Sales,19800,18000,39600,36000,3600,Wed
ID506,18-06-2020,Darwin W Lemrine,Female,Freeport,Farida Ibrahim,Canvas Shoes,Men Shoes,1,Sales,44000,40000,44000,40000,4000,Thu
ID507,19-06-2020,Erik W Sterfen,Female,Garden City,Felex Ada,Wellington Boots,Women Bag,1,Sales,22000,20000,22000,20000,2000,Fri
ID508,20-06-2020,Ching D Appregate,Male,Harrison,Winner Sanda,Flip Flops,Women Bag,2,Sales,13000,12000,26000,24000,2000,Sat
ID509,21-06-2020,Warren L Manron,Male,Holbrook,Peter Pan,Mules,Female Bag,2,Sales,6700,5000,13400,10000,3400,Sun
ID510,22-06-2020,Celestine H Aldrrson,Male,Freeport,Farida Ibrahim,Loafers,Women Bag,1,Sales,6700,5001,6700,5001,1699,Mon
ID511,23-06-2020,Tammi S Garret,Male,Freeport,Farida Ibrahim,Gladiator sandals,Women Bag,1,Sales,6700,5002,6700,5002,1698,Tue
ID512,24-06-2020,Tamesha I Knerper,Female,Garden City,Felex Ada,Trainers Men,Men Shoes,2,Sales,6700,5000,13400,10000,3400,Wed
ID513,25-06-2020,Bernardina X Roerch,Male,Harrison,Winner Sanda,Trainers Women,Women Bag,2,Sales,6700,5001,13400,10002,3398,Thu
ID514,26-06-2020,Mariano Y Kylrs,Male,Holbrook,Peter Pan,Military Boots Women,Women Bag,1,Sales,6700,5002,6700,5002,1698,Fri
ID515,27-06-2020,Kristie E Jair,Male,Freeport,Farida Ibrahim,Court Shoes,Women Bag,1,Sales,6700,5000,6700,5000,1700,Sat
ID516,28-06-2020,Jeff E Lucrro,Male,Freeport,Farida Ibrahim,Brogues,Women Bag,2,Sales,6700,5001,13400,10002,3398,Sun
ID517,29-06-2020,Leanna X Tibretts,Male,Garden City,Felex Ada,Shoe Bag,Female Bag,2,Sales,6700,5002,13400,10004,3396,Mon
ID518,30-06-2020,Robbie N Hecrman,Male,Harrison,Winner Sanda,Heels,Women Bag,1,Sales,22000,20000,22000,20000,2000,Tue
ID519,01-07-2020,Raymon S Arnry,Male,Holbrook,Peter Pan,Calf Boots Men,Men Shoes,1,Returned,11000,10000,11000,10000,1000,Wed
ID520,02-07-2020,Sergio X Devrreaux,Male,Freeport,Farida Ibrahim,Foot Ball Boots Women,Women Bag,1,Sales,8500,7600,8500,7600,900,Thu
ID521,03-07-2020,Bobbie A Resrr,Male,Freeport,Farida Ibrahim,Leader Hand Bag White,Female Bag,2,Returned,8500,7600,17000,15200,1800,Fri
ID522,04-07-2020,Drew O Livrngston,Male,Garden City,Felex Ada,Leader Hand Bag Black,Female Bag,3,Sales,13200,12000,39600,36000,3600,Sat
ID523,05-07-2020,Ahmad S Bonr,Male,Harrison,Winner Sanda,Bag Pack,Male Bags,2,Sales,22000,20000,44000,40000,4000,Sun
ID524,06-07-2020,Collin V Gimrel,Male,Holbrook,Peter Pan,Foot Ball Boots Men,Men Shoes,2,Sales,7700,7000,15400,14000,1400,Mon
ID525,07-07-2020,Refugio Q Orar,Male,Freeport,Farida Ibrahim,Canvas Shoes,Men Shoes,3,Sales,22000,20000,66000,60000,6000,Tue
ID526,08-07-2020,Salena Z Melrhior,Female,Freeport,Farida Ibrahim,Wellington Boots,Women Bag,1,Sales,44000,40000,44000,40000,4000,Wed
ID527,09-07-2020,Jonathan D Galragher,Female,Garden City,Felex Ada,Flip Flops,Women Bag,2,Sales,19800,18000,39600,36000,3600,Thu
ID528,10-07-2020,Treena U Palrmo,Female,Harrison,Winner Sanda,Mules,Female Bag,2,Sales,9950,9000,19900,18000,1900,Fri
ID529,11-07-2020,Chung N Dilreck,Male,Holbrook,Peter Pan,Loafers,Women Bag,2,Sales,7700,7000,15400,14000,1400,Sat
ID530,12-07-2020,Fransisca J Bierer,Male,Freeport,Farida Ibrahim,Gladiator sandals,Women Bag,4,Sales,11000,10000,44000,40000,4000,Sun
ID531,13-07-2020,Hiram C Dorr,Male,Freeport,Farida Ibrahim,Trainers Men,Men Shoes,1,Sales,13200,12000,13200,12000,1200,Mon
ID532,14-07-2020,Dorene U Shrrock,Male,Garden City,Felex Ada,Trainers Women,Women Bag,2,Sales,9950,9000,19900,18000,1900,Tue
ID533,15-07-2020,Casey X Sacr,Female,Harrison,Winner Sanda,Military Boots Women,Women Bag,2,Sales,7700,7000,15400,14000,1400,Wed
ID534,16-07-2020,Mary D Brurelle,Male,Holbrook,Peter Pan,Court Shoes,Women Bag,4,Sales,11000,10000,44000,40000,4000,Thu
ID535,17-07-2020,Ruthie C Linrres,Male,Freeport,Farida Ibrahim,Brogues,Women Bag,1,Sales,13200,12000,13200,12000,1200,Fri
ID536,18-07-2020,Sharice B Munrie,Male,Freeport,Farida Ibrahim,Shoe Bag,Female Bag,2,Sales,9950,9000,19900,18000,1900,Sat
ID537,19-07-2020,Boyd N Liprs,Male,Garden City,Felex Ada,Heels,Women Bag,30,Sales,11000,10000,330000,300000,30000,Sun
ID538,20-07-2020,Racheal G Savrrd,Male,Harrison,Winner Sanda,Calf Boots Men,Men Shoes,1,Sales,11000,10000,11000,10000,1000,Mon
ID539,21-07-2020,Lana D Eckres,Male,Holbrook,Peter Pan,Foot Ball Boots Women,Women Bag,1,Sales,7700,7000,7700,7000,700,Tue
ID540,22-07-2020,Hugh E Boore,Male,Freeport,Farida Ibrahim,Leader Hand Bag White,Female Bag,2,Sales,9950,9000,19900,18000,1900,Wed
ID541,23-07-2020,Max Z Vanrlstyne,Male,Freeport,Farida Ibrahim,Leader Hand Bag Black,Female Bag,2,Sales,19800,18000,39600,36000,3600,Thu
ID542,24-07-2020,Simone Y Pulro,Male,Garden City,Felex Ada,Bag Pack,Male Bags,1,Sales,44000,40000,44000,40000,4000,Fri
ID543,25-07-2020,Robt F Ellrrbee,Male,Harrison,Winner Sanda,Foot Ball Boots Men,Men Shoes,20,Sales,13200,12000,264000,240000,24000,Sat
ID544,26-07-2020,Peter M Clore,Male,Holbrook,Peter Pan,Canvas Shoes,Men Shoes,2,Sales,13000,12000,26000,24000,2000,Sun
ID545,27-07-2020,Adriene J Kimrell,Male,Freeport,Farida Ibrahim,Wellington Boots,Women Bag,2,Sales,6700,5000,13400,10000,3400,Mon
ID546,28-07-2020,Reid W Monron,Male,Freeport,Farida Ibrahim,Flip Flops,Women Bag,1,Sales,6700,5001,6700,5001,1699,Tue
ID547,29-07-2020,Jestine H Shir,Female,Garden City,Felex Ada,Mules,Female Bag,1,Sales,6700,5002,6700,5002,1698,Wed
ID548,30-07-2020,Evie Y Abers,Female,Harrison,Winner Sanda,Loafers,Women Bag,2,Sales,6700,5000,13400,10000,3400,Thu
ID549,31-07-2020,Daryl H Towre,Female,Holbrook,Peter Pan,Gladiator sandals,Women Bag,2,Sales,6700,5001,13400,10002,3398,Fri
ID550,01-06-2020,Roman K Thore,Male,Freeport,Farida Ibrahim,Trainers Men,Men Shoes,1,Sales,6700,5002,6700,5002,1698,Mon
ID551,02-06-2020,,Male,Freeport,Farida Ibrahim,Trainers Women,Women Bag,1,Sales,6700,5000,6700,5000,1700,Tue
ID552,01-06-2020,Sabra Y Mcgrrity,Male,Garden City,Felex Ada,Military Boots Women,Women Bag,2,Sales,6700,5001,13400,10002,3398,Mon
ID553,02-06-2020,Kim W Oliro,Male,Harrison,Winner Sanda,Court Shoes,Women Bag,2,Sales,6700,5002,13400,10004,3396,Tue
